registrationNumber,airline,model
23156,Islands Express,A319
23157,Bouraq Indonesia Airlines,A388
23158,Japan Regio,B763
23159,DAS Air Cargo,A333
23160,Gambia International Airlines,E170
23161,Aeromist-Kharkiv,A321
23162,China Xinhua Airlines,A320
23163,LSM International ,B752
23164,Air Bangladesh,C172
23165,Philippine Airlines,B744
23166,Dobrolet,A333
23167,LAN Peru,B744
23168,CommutAir,E190
23169,Alitalia Express,A332
23170,Pelita,B772
23171,Shanxi Airlines,A388
23172,OneChina,A319
23173,Heli France,CRJ9
23174,Orbit Airlines Azerbaijan,A332
23175,Rio Sul Servi,A333
23176,Air Vistara,B77W
23177,Tunisair,B789
23178,Hokkaido International Airlines,CRJ9
23179,Cambodia Angkor Air (K6),AT75
23180,West Air Sweden,A320
23181,Yemenia,CRJ9
23182,Lufttransport,CRJ9
23183,OneJet,B744
23184,China Postal Airlines,A320
23185,Lauda Air,CRJ9
23186,Aero Brazil,B739
23187,Airblue,B737
23188,USA3000 Airlines,B788
23189,Lufthansa Systems,A320
23190,Salzburg arrows,DH8D
23191,Tol-Air Services,B738
23192,Virgin Australia,E170
23193,Albanian Airlines,CRJ9
23194,Buquebus Líneas Aéreas,B752
23195,All America BR,DH8D
23196,Thomas Cook Airlines,B77L
23197,Japan Transocean Air,B772
23198,Aero Asia International,E170
23199,Annsett New Zealand (NZA),A388
23200,Virgin Pacific,B788
23201,Air India Regional,B739
23202,Med Airways,DH8D
23203,Alliance Air,E190
23204,Estonian Air,A332
23205,Air Comores International,AT76
23206,Air Moldova,B763
23207,Axis Airways,B744
23208,Aegean Airlines,B772
23209,Sabre,B788
23210,CB Airways UK ( Interliging Flights ),B752
23211,Virginwings,B744
23212,Air Alps Aviation (A6),A320
23213,Liberty Airways,B788
23214,Falcon Aviation,B737
23215,Mars RK,B772
23216,Armavia,C172
23217,Aerosur,A321
23218,Sky Trek International Airlines,C172
23219,CanXpress,B77W
23220,Regionalia Venezuela,A319
23221,Continental Express,A388
23222,Air Senegal International,B77L
23223,Cathay Pacific,E170
23224,KLM Cityhopper,B739
23225,Air Central,B752
23226,Mahan Air,E170
23227,ROYAL BRITAIN,B788
23228,Onur Air,B739
23229,Niki,E190
23230,Surinam Airways,AT76
23231,AeroMéxico,B739
23232,Aero-Service,A333
23233,LTU Austria,A319
23234,Air VIA,B772
23235,Svyaz Rossiya,AT75
23236,Polar Air Cargo,A319
23237,Tobruk Air,CRJ9
23238,Metro Batavia,B763
23239,ATRAN Cargo Airlines,AT76
23240,Luxair,AT76
23241,Skyjet Airlines,A321
23242,SeaPort Airlines,A333
23243,Cargojet Airways,E170
23244,Iran Air,B788
23245,Tom\\'s & co airliners,B744
23246,Pamir Airways,B77W
23247,Sunwing,E190
23248,Royal Tongan Airlines,B788
23249,Spring Airlines,B738
23250,ATA Airlines (Iran),B763
23251,Aéris (Priv),A321
23252,Northern Dene Airways,A321
23253,Reem Air,B77W
23254,Japan Asia Airways,A321
23255,Royal Tongan Airlines,A388
23256,Tropical Airways,B752
23257,Turan Air,B763
23258,National Jet Systems,AT76
23259,Centralwings,B77L
23260,Uzbekistan Airways,B739
23261,Germania,B789
23262,JALways,AT76
23263,KLM Cityhopper,B739
23264,GoJet Airlines,A320
23265,WestJet,A388
23266,Southjet cargo,E170
23267,Vuola Italia,B737
23268,Kyrgyz Airlines,AT76
23269,Grupo TACA,CRJ9
23270,European Air Express,B763
23271,Air Carnival,C172
23272,Slok Air Gambia,CRJ9
23273,China Postal Airlines,B789
23274,Aloha Airlines,A319
23275,Hong Kong Express Airways,B763
23276,Indigo,A388
23277,SunExpress,AT75
23278,Aero-Tropics Air Services,B739
23279,Midwest Airlines,B77W
23280,Ocean Airlines,A320
23281,Rossiya,B744
23282,Hageland Aviation Services,B752
23283,Nihon.jet,B752
23284,Malindo Air,A388
23285,Transports et Travaux A,A321
23286,Sun Air (Fiji),B752
23287,Huaxia,E170
23288,Sky Trek International Airlines,B789
23289,Islena De Inversiones,C172
23290,Hamburg International,B744
23291,Line Blue,E190
23292,Hemus Air,B77W
23293,Gadair European Airlines,B739
23294,SATENA,E190
23295,Aerolineas Galapagos (Aerogal),B737
23296,Spirit Airlines,A388
23297,Air Georgian,A333
23298,Polynesian Blue,A333
23299,Reem Air,CRJ9
23300,Nationwide Airlines,B752
23301,City Airline,B739
23302,Kenya Airways,AT75
23303,Superior Aviation,A319
23304,Discovery Airways,B77W
23305,Airlink (SAA),A332
23306,Africa West,B763
23307,Air Salone,AT76
23308,SwedJet Airways,B737
23309,Israir,B752
23310,Bearskin Lake Air Service,B77W
23311,Hawaiian Pacific Airlines,B738
23312,Hawaiian Pacific Airlines,A333
23313,Iran Air,A388
23314,Air Mauritanie,AT76
23315,Calima Aviacion,B763
23316,Wings Air,B737
23317,Compagnie Africaine d\\'Aviation,A332
23318,Nordic Global Airlines,CRJ9
23319,Aerolineas Galapagos (Aerogal),B77L
23320,Eos Airlines,E190
23321,Origin Pacific Airways,AT76
23322,Mars RK,B789
23323,Izair,E190
23324,Pacific Express,B738
23325,Champion Air,AT75
23326,BA Connect,A333
23327,Discovery Airways,B739
23328,TAN-SAHSA,AT76
23329,Air Lithuania,C172
23330,Yeti Airways,A332
23331,Abacus International,B772
23332,Texas Spirit,E170
23333,Ryan International Airlines,A333
23334,Cyprus Turkish Airlines,B739
23335,FlyLal,B763
23336,CanXplorer,DH8D
23337,RegionsAir,B763
23338,Sun D'Or,E190
23339,Centurion Air Cargo,B737
23340,Skyways Express,B738
23341,Transaero Airlines,A321
23342,Bouraq Indonesia Airlines,B789
23343,Dana Air,CRJ9
23344,US Africa Airways,E170
23345,Homer Air,C172
23346,BQB Lineas Aereas,E170
23347,Chicago Express (C8),AT76
23348,Air Urga,AT76
23349,BRAZIL AIR,E170
23350,Air India Express,E170
23351,China SSS,A321
23352,Alaska Central Express,B738
23353,Wizz Air,CRJ9
23354,Continental Airlines,A319
23355,Aer Lingus,B763
23356,Olympic Airlines,B739
23357,Mahfooz Aviation,DH8D
23358,Express One International,A321
23359,National Airlines,E190
23360,Air Marshall Islands,A320
23361,Cyprus Turkish Airlines,B752
23362,Air North Charter - Canada,A321
23363,Allegiant Air,A333
23364,Via Conectia Airlines,AT75
23365,Allegro,B739
23366,Olympic Airlines,AT75
23367,Slok Air Gambia,C172
23368,PEGASUS AIRLINES-,B788
23369,Faroejet,B744
23370,Jatayu Airlines,A319
23371,Airlines PNG,B752
23372,Air Mauritanie,E170
23373,Hawkair,B738
23374,MyTravel Airways,E190
23375,Air Vanuatu,B788
23376,Airbus France,B788
23377,Air Moldova,A320
23378,Arkia Israel Airlines,A321
23379,OneJet,A332
23380,Oman Air,B763
23381,L.A.B. Flying Service,DH8D
23382,Northwest Airlines,A321
23383,Mexicana de Aviaci,B739
23384,Eastar Jet,A332
23385,Air Urga,B739
23386,Jetairfly,A321
23387,Northwestern Air,AT76
23388,Afriqiyah Airways,B738
23389,Trans World Airlines,B752
23390,Georgian Airways,B737
23391,CityJet,A388
23392,Air Dolomiti,B77L
23393,AirOne Atlantic,A319
23394,Tyrolean Airways,B739
23395,Arkefly,A388
23396,Electronic Data Systems,B737
23397,Thomas Cook Airlines,B752
23398,Wizz Air Hungary,A320
23399,CityJet,B763
23400,Lufthansa Systems,B789
23401,Alinord,AT76
23402,Hainan Phoenix Information Systems,B737
23403,Aerolitoral,CRJ9
23404,Kharkiv Airlines,A321
23405,Air Serbia,DH8D
23406,Excel Airways,A332
23407,Aeroland Airways,C172
23408,TransRussiaAirlines,B744
23409,VIA Líneas Aéreas,AT75
23410,Wizz Air Hungary,DH8D
23411,Vietnam Airlines,B763
23412,Air Caraïbes,B77W
23413,Royal Air Force,A333
23414,TransHolding,AT76
23415,Singapore Airlines,B77W
23416,Malta Air Charter,B788
23417,Gulf Air Bahrain,E170
23418,Slovak Airlines,E190
23419,Ukraine International Airlines,E190
23420,Aserca Airlines,CRJ9
23421,Sky Wing Pacific,A319
23422,Fly Dubai,B737
23423,SkyBahamas Airlines,C172
23424,Sirin,CRJ9
23425,Airlines PNG,AT75
23426,Minerva Airlines,B77L
23427,Montenegro Airlines,A321
23428,Dinar,B744
23429,China Cargo Airlines,B739
23430,Gorkha Airlines,C172
23431,Alitalia Express,B772
23432,Royal Falcon,C172
23433,Alitalia Express,B763
23434,Transavia Holland,CRJ9
23435,Ibex Airlines,B744
23436,Continental Micronesia,B752
23437,B&H Airlines,B789
23438,LCM AIRLINES,E170
23439,Heli France,A319
23440,China SSS,B744
23441,National Airlines,DH8D
23442,Blue Panorama Airlines,A388
23443,Air Luxor GB,C172
23444,JetsGo,B738
23445,Xpressair,B763
23446,12 North,B77L
23447,IndiGo Airlines,B772
23448,Linhas A,E190
23449,Royal Falcon,B763
23450,Pacific Southwest Airlines,B789
23451,Ostfriesische Lufttransport,B772
23452,Great Wall Airlines,C172
23453,Cape Air,C172
23454,Atlantic Southeast Airlines,B789
23455,Primaris Airlines,B77L
23456,VickJet,AT75
23457,Great Lakes Airlines,B737
23458,Zoom Airlines,B739
23459,Line Blue,A319
23460,Aero Benin,B737
23461,Fly Air,AT75
23462,Red Jet Canada,B738
23463,TRIP Linhas A,A333
23464,Harbor Airlines,B77W
23465,Transwest Air,B77W
23466,Atyrau Air Ways,A333
23467,FlyLal,B737
23468,Mars RK,B772
23469,TransHolding System,B788
23470,Vuola Italia,A388
23471,Jettor Airlines,B744
23472,Go One Airways,B77L
23473,Iran Air,CRJ9
23474,Air Zimbabwe,B788
23475,Southwest Airlines,E170
23476,Etihad Airways,A332
23477,Florida West International Airways,E190
23478,TAMPA,B763
23479,Expo Aviation,E190
23480,Pacific Blue,B77L
23481,Aeromar,B788
23482,Arik Air,A321
23483,Hankook Air US,B77L
23484,Big Sky Airlines,B752
23485,MexicanaLink,E170
23486,Mahan Air,B739
23487,SwedJet Airways,B752
23488,Air Service Gabon,A388
23489,B&H Airlines,B739
23490,Nepal Airlines,E170
23491,UTair Aviation,AT75
23492,Lviv Airlines,E190
23493,Yemenia,E170
23494,Aerolineas Argentinas,C172
23495,Servant Air,B739
23496,Air Togo,B763
23497,Turkmenistan Airlines,B763
23498,Air Kazakhstan,DH8D
23499,Nippon Cargo Airlines,E170
23500,Indigo,B737
23501,Cameroon Airlines,A320
23502,Air Bagan,C172
23503,Moldavian Airlines,B77W
23504,Iberia Express,E190
23505,Jayrow,A388
23506,Yamal Airlines,DH8D
23507,World Airways,B788
23508,Yangtze River Express,B739
23509,Airnorth,E170
23510,Civil Air Transport,B772
23511,Canadian North,E190
23512,Intersky,E170
23513,Airbus France,AT76
23514,Conviasa,AT76
23515,Coastal Air,B789
23516,Ryanair,A388
23517,Mountain Air Company,A320
23518,VLM Airlines,B788
23519,ValueJet,CRJ9
23520,Air Ukraine,A332
23521,Air Iceland,B744
23522,Augsburg Airways,B738
23523,Etihad Airways,B737
23524,Air Florida,E170
23525,Asian Wings Airways,CRJ9
23526,Brit Air,B763
23527,Jettor Airlines,DH8D
23528,Royal Aruban Airline,B738
23529,Buquebus Líneas Aéreas,CRJ9
23530,Aeromar,A320
23531,Conviasa,E190
23532,Travel Service,B737
23533,Zambezi Airlines (ZMA),B737
23534,Real Tonga,A333
23535,Rio Sul Servi,CRJ9
23536,Empresa Ecuatoriana De Aviacion,B763
23537,Faroejet,AT76
23538,Australian Airlines,AT76
23539,Air Srpska,B752
23540,Air Hong Kong,DH8D
23541,Solomon Airlines,B752
23542,Eritrean Airlines,B739
23543,Augsburg Airways,B737
23544,Star Peru (2I),B738
23545,Aerolineas Argentinas,E190
23546,JALways,DH8D
23547,Sky Wing Pacific,AT75
23548,Dense Airways,E190
23549,Atlantic Air Cargo,B744
23550,Champion Air,AT75
23551,Asian Wings Airways,E170
23552,Lviv Airlines,AT76
23553,Air Nostrum,B738
23554,SriLankan Airlines,A319
23555,Spicejet,B752
23556,Air Europa,A320
23557,TAM Brazilian Airlines,A321
23558,Red Jet Mexico,B763
23559,Helvetic Airways,E190
23560,Sharp Airlines,B788
23561,Gambia International Airlines,E190
23562,Euro Harmony,A388
23563,Deutsche Bahn,B737
23564,PanAm World Airways,B752
23565,Starbow Airlines,C172
23566,Jayrow,B763
23567,Polar Airlines,B738
23568,1Time Airline,A332
23569,AirRussia,AT76
23570,Atlas Air,C172
23571,China Southern Airlines,E190
23572,Arctic Circle Air Service,B772
23573,Bouraq Indonesia Airlines,A333
23574,Air Namibia,CRJ9
23575,Leeward Islands Air Transport,A320
23576,Firefly,B789
23577,12 North,A333
23578,TUR Avrupa Hava YollarÄ±,B744
23579,Hawaiian Airlines,B77W
23580,Airshop,B744
23581,Regional Airlines,CRJ9
23582,Aws express,B737
23583,EUjet,AT75
23584,AirLiberté,A333
23585,Aeroflot Russian Airlines,B738
23586,Swedline Express,B752
23587,Malindo Air,AT76
23588,Xtra Airways,A320
23589,USA Jet Airlines,B763
23590,New England Airlines,DH8D
23591,Braathens,B738
23592,Regionalia Venezuela,A388
23593,Airlink (SAA),B763
23594,Wilderness Air,A388
23595,Salsa d\\'Haiti,CRJ9
23596,Catovair,E170
23597,Ostfriesische Lufttransport,AT76
23598,Fly Dubai,A333
23599,Eastern Atlantic Virtual Airlines,B737
23600,Welcome Air,A320
23601,Pamir Airways,AT75
23602,Siem Reap Airways,E190
23603,GoJet Airlines,C172
23604,Air Florida,B752
23605,CCML Airlines,A321
23606,Air Zimbabwe,C172
23607,Air City,B739
23608,Inter Islands Airlines,A332
23609,Redhill Aviation,B744
23610,IzAvia,A320
23611,Marsland Aviation,B737
23612,Air Madrid,B772
23613,Bringer Air Cargo Taxi Aereo,A332
23614,Ozjet Airlines,B737
23615,40-Mile Air,B752
23616,Sun Air (Fiji),C172
23617,Alaska Central Express,A388
23618,Zip,A388
23619,Dense Connection,AT76
23620,Aegean Airlines,B788
23621,Transeuropean Airlines,CRJ9
23622,Maastricht Airlines,B744
23623,Air Tindi,B789
23624,Kenmore Air,A333
23625,Jetstar Pacific,B772
23626,Shaheen Air International,DH8D
23627,Spring Airlines,AT76
23628,CityJet,A319
23629,Ethiopian Airlines,E190
23630,Deutsche Luftverkehrsgesellschaft,A332
23631,Compagnie Africaine d\\'Aviation,B744
23632,Lynden Air Cargo,B77W
23633,Amerijet International,A319
23634,Tobruk Air,B738
23635,VRG Linhas Aereas,DH8D
23636,Russian Sky Airlines,B737
23637,Air Madrid,B763
23638,Atlant-Soyuz Airlines,B739
23639,Skyservice Airlines,A388
23640,Caribbean Wings,B744
23641,Ryanair,A333
23642,Air Class Lineas Aereas,B77L
23643,Tulip Air,A321
23644,Arkia Israel Airlines,E190
23645,Kyrgyzstan Airlines,B772
23646,Thai Smile Airways,B752
23647,Hainan Phoenix Information Systems,C172
23648,Santa Barbara Airlines,B788
23649,Alaska Seaplane Service,B772
23650,Japan Regio,B763
23651,Southjet cargo,A333
23652,SunExpress,A333
23653,British International Helicopters,A319
23654,Aviaexpresscruise,A332
23655,Caucasus Airlines,B763
23656,Bluebird Cargo,B752
23657,Shuttle America,CRJ9
23658,Origin Pacific Airways,A332
23659,Komiinteravia,C172
23660,Czech Airlines,A388
23661,Air Malta,B77L
23662,INAVIA Internacional,A388
23663,Itali Airlines,A333
23664,Indonesian Airlines,B738
23665,Binter Canarias,B738
23666,Canadian Airlines,AT75
23667,All Argentina Express,B788
23668,XAIR USA,B737
23669,Yellowstone Club Private Shuttle,C172
23670,Compagnie Africaine d\\'Aviation,A333
23671,MasAir,AT76
23672,Air Astana,B737
23673,UTair-Express,B763
23674,Mesaba Airlines,AT76
23675,AirAsia X,E190
23676,Transportes Aéreos Nacionales de Selva,B739
23677,Alliance Airlines,A333
23678,Enkor JSC,B737
23679,Tiara Air,B752
23680,Calm Air,AT76
23681,NetJets,E190
23682,Via Conectia Airlines,B752
23683,Air Vanuatu,A388
23684,Nordeste Linhas Aereas Regionais,B789
23685,Avolar Aerolineas,B788
23686,Hahn Air,A319
23687,IBC Airways,CRJ9
23688,Buquebus Líneas Aéreas,CRJ9
23689,Haiti Ambassador Airlines,B772
23690,Alrosa Mirny Air Enterprise,A332
23691,Gryphon Airlines,A321
23692,Shanghai Airlines,E170
23693,Aerosur,AT76
23694,Forward Air International Airlines,B738
23695,Air Turks and Caicos,B744
23696,Canadian Airlines,E170
23697,Omskavia Airline,CRJ9
23698,Benin Golf Air,A319
23699,AirTran Airways,B77L
23700,Australian Airlines,A333
23701,Skyjet Airlines,AT76
23702,Jetclub,AT76
23703,Enkor JSC,AT75
23704,Air Georgian,B739
23705,Sterling Airlines,AT75
23706,Maya Island Air,B763
23707,Royal Falcon,E170
23708,Buffalo Airways,E170
23709,Azul,B789
23710,Qantas,B763
23711,Hainan Phoenix Information Systems,AT76
23712,Gujarat Airways,E190
23713,Midwest Airlines (Egypt),AT76
23714,Great Lakes Airlines,B789
23715,Sky Express,C172
23716,Fika Salaama Airlines,B77W
23717,Nantucket Airlines,B744
23718,Skywest Australia,AT75
23719,Xpressair,AT75
23720,Patriot Airways,A320
23721,Yellowstone Club Private Shuttle,B77W
23722,Texas Spirit,B738
23723,Kyrgyzstan Airlines,A319
23724,Private Wings Flugcharter,B763
23725,Lloyd Aereo Boliviano,B738
23726,Virgin America,B77W
23727,Ukrainian Cargo Airways,B77L
23728,Air Bagan,A333
23729,National Air Cargo,B738
23730,GermanXL,A320
23731,Atlant-Soyuz Airlines,DH8D
23732,Air Georgia,A321
23733,Skyservice Airlines,A321
23734,Rio Grande Air,B737
23735,Spirit Airlines,DH8D
23736,Maya Island Air,B77L
23737,HQ- Business Express,B77W
23738,Fly Illi,B738
23739,UVT Aero,E190
23740,Dirgantara Air Service,A320
23741,Royal,A319
23742,Belavia Belarusian Airlines,A320
23743,Pegasus Hava Tasimaciligi,A321
23744,VRG Linhas Aereas,A388
23745,Bravo Air Congo,AT76
23746,Royal Jordanian,CRJ9
23747,Malindo Air,B739
23748,DAT Danish Air Transport,B772
23749,Kunpeng Airlines,B763
23750,Adria Airways,CRJ9
23751,Air Choice One,B77W
23752,Tajik Air,C172
23753,Yamal Airlines,B737
23754,Changan Airlines,B737
23755,Air Zimbabwe,A321
23756,Myanma Airways,CRJ9
23757,Air Atlanta Icelandic,E190
23758,Cargojet Airways,A319
23759,Usa Sky Cargo,B788
23760,Blue Panorama Airlines,A333
23761,Royal Khmer Airlines,DH8D
23762,Air Transat,B752
23763,US Africa Airways,B752
23764,Merpati Nusantara Airlines,DH8D
23765,Tavrey Airlines,A319
23766,Norwegian Long Haul AS,AT76
23767,Seaborne Airlines,B738
23768,Whitaker Air,A332
23769,Moskovia Airlines,B772
23770,Fly Colombia ( Interliging Flights ),B752
23771,AlMasria Universal Airlines,B744
23772,TAMPA,B789
23773,Air Burkina,B737
23774,TAP Portugal,AT76
23775,Kyrgyzstan,E170
23776,Reno Air,DH8D
23777,Skagway Air Service,DH8D
23778,Spirit of Manila Airlines,E190
23779,European Aviation Air Charter,A320
23780,Air D'Ayiti,AT75
23781,Expo Aviation,DH8D
23782,Air Guinee Express,B788
23783,African Transport Trading and Investment Company,B744
23784,Teamline Air,A320
23785,AeroRep,B77W
23786,American Airlines,B77W
23787,bmi,AT76
23788,Air S,B737
23789,CanXpress,B789
23790,Air Ivoire,B744
23791,Nihon.jet,B752
23792,BRA-Transportes Aereos,AT76
23793,BQB Lineas Aereas,B744
23794,Santa Barbara Airlines,B77L
23795,Air Malta,B772
23796,Adria Airways,AT76
23797,Finnair,B744
23798,BRA-Transportes Aereos,B744
23799,SeaPort Airlines,E170
23800,LAN Airlines,A332
23801,AirAsia,B77W
23802,Aigle Azur,B772
23803,Chongqing Airlines,B77W
23804,All Nippon Airways,A321
23805,Iran Aseman Airlines,B737
23806,Kabo Air,E170
23807,VIM Airlines,DH8D
23808,AirAsia,B789
23809,Ocean Airlines,B77L
23810,Island Express Air,B738
23811,Transmile Air Services,A320
23812,City Airways,C172
23813,Air Central,E190
23814,Omskavia Airline,A332
23815,Saratov Aviation Division,CRJ9
23816,Аэросервис,E190
23817,Camair-co,B752
23818,Air Luxor,DH8D
23819,Canadian Airlines,B752
23820,AirOne Atlantic,A332
23821,N1,B789
23822,Deutsche Luftverkehrsgesellschaft (DLT),B738
23823,Astral Aviation,AT75
