fid,arrivalTime,departureTime,destination,departure,registrationNumber
8I3660,2020-01-24 10:32:14,2020-01-24 06:32:14,Guangzhou MR Air Base,Hof-Plauen Airport,27114
1K3661,2023-09-04 21:25:46,2023-09-04 15:25:46,Camilo Daza International Airport,Granite Downs Airport,26901
8R3662,2022-11-01 11:49:28,2022-11-01 07:49:28,Ellisras Matimba Airport,Chişinău International Airport,19547
CS3663,2021-03-28 06:57:41,2021-03-27 17:57:41,Tuktoyaktuk Airport,Sule Airport,8602
G33664,2020-02-09 13:21:38,2020-02-08 20:21:38,Ourilândia do Norte Airport,Professor Urbano Ernesto Stumpf Airport,22130
MA3665,2021-04-23 19:10:43,2021-04-23 14:10:43,Jining Qufu Airport,Silur Airport,6684
E43666,2023-06-30 17:42:37,2023-06-30 09:42:37,Brighton Downs Airport,Johan Adolf Pengel International Airport,25729
F83667,2023-02-02 19:49:08,2023-02-01 22:49:08,Hotan Airport,Yélimané Airport,4600
G83668,2020-01-08 04:06:53,2020-01-07 11:06:53,Andes Airport,Pakuba Airfield,20373
6C3669,2020-11-04 12:51:15,2020-11-04 06:51:15,Sumbawa Besar Airport,Betoambari Airport,21839
RL3670,2022-03-10 13:38:15,2022-03-10 05:38:15,Rock Hill - York County Airport,Stan Stamper Municipal Airport,5413
SB3671,2021-11-12 04:28:01,2021-11-11 09:28:01,La Guardia Airport,Francis S Gabreski Airport,1228
FM3672,2022-06-29 04:02:07,2022-06-28 14:02:07,Hólmavík Airport,Municipal de Linares Airport,1660
GL3673,2021-09-03 11:03:07,2021-09-03 11:03:07,Qasigiannguit Heliport,Juneau International Airport,10161
OG3674,2021-08-03 17:26:34,2021-08-02 21:26:34,Atbasar Airport,Bearskin Lake Airport,7013
WY3675,2021-08-08 10:32:22,2021-08-07 10:32:22,Sambailo Airport,Bajura Airport,5653
2R3676,2022-03-21 04:54:01,2022-03-20 07:54:01,Shindand Airport,Plínio Alarcom Airport,13822
AI3677,2020-07-06 02:35:53,2020-07-05 04:35:53,Greater Kankakee Airport,En Nahud Airport,20467
SQ3678,2020-06-16 12:37:36,2020-06-16 00:37:36,Unguia Airport,Long Island Airport,8
BJ3679,2023-08-07 18:42:58,2023-08-06 18:42:58,Arad International Airport,La Florida Airport,19644
K63680,2021-11-01 06:40:39,2021-10-31 21:40:39,Bremen Airport,St Jean Airport,27852
OQ3681,2021-10-03 05:23:40,2021-10-03 04:23:40,Clarence A. Bain Airport,Iturup Airport,23577
VT3682,2023-01-19 12:34:30,2023-01-18 15:34:30,Subic Bay International Airport,Cape Orford Airport,26501
JW3683,2020-09-27 11:30:54,2020-09-27 07:30:54,Searle Field,Tupelo Regional Airport,21508
763684,2020-03-18 12:47:34,2020-03-18 08:47:34,Namrole Airport,Swan River Airport,10895
CP3685,2023-03-16 22:26:29,2023-03-16 09:26:29,Pangoa Airport,Sharm El Sheikh International Airport,7652
CK3686,2021-06-16 19:45:10,2021-06-16 03:45:10,Whitehouse Naval Outlying Field,Bonnyville Airport,27269
RR3687,2020-10-10 02:54:53,2020-10-09 13:54:53,Nankina Airport,Harry Clever Field,10348
WZ3688,2022-09-14 07:02:42,2022-09-13 09:02:42,Yeosu Airport,Ellington Airport,4633
GG3689,2022-12-01 12:08:43,2022-11-30 18:08:43,Mildura Airport,Juan Simons Vela Airport,13759
CO3690,2020-11-21 18:18:32,2020-11-21 12:18:32,Vologda Airport,RAF Leuchars,22498
AW3691,2023-11-21 22:13:54,2023-11-21 20:13:54,Klokovo Airfield,Ononge Airport,6860
NS3692,2023-04-24 07:35:19,2023-04-23 19:35:19,"Sandefjord Airport, Torp",Saenz Peña Airport,18815
EE3693,2021-05-22 07:43:57,2021-05-21 15:43:57,Upernavik Airport,Omsk Central Airport,16853
N43694,2021-05-22 02:56:41,2021-05-21 12:56:41,Cattle Creek Airport,Billings Logan International Airport,7147
9E3695,2023-04-22 13:37:23,2023-04-22 04:37:23,Merrill Municipal Airport,Bandon State Airport,13877
EW3696,2023-01-10 17:34:53,2023-01-10 01:34:53,Banning Municipal Airport,Waverney Airport,26986
2J3697,2020-10-29 14:17:21,2020-10-28 18:17:21,Icy Bay Airport,Yingkou Lanqi Airport,22049
OM3698,2022-02-01 10:15:25,2022-02-01 05:15:25,Coll Airport,RAF Akrotiri,19340
V33699,2021-10-23 23:34:31,2021-10-23 06:34:31,Olga Bay Seaplane Base,Tommy Kochon Airport,21979
W53700,2021-02-06 07:34:02,2021-02-05 22:34:02,New Moon Airport,Hanamaki Airport,6927
CX3701,2022-02-03 08:00:35,2022-02-02 21:00:35,Tafaraoui Airport,Imsık Airport,27996
RR3702,2023-08-30 13:32:46,2023-08-30 08:32:46,Böblingen Flugfeld,Ulyanovsk East Airport,10452
GS3703,2022-08-31 00:25:09,2022-08-31 00:25:09,Uribe Airport,Sparti Airport,20987
N93704,2023-03-26 10:00:28,2023-03-25 14:00:28,Pandie Pandie Airport,Ballalae Airport,9778
BH3705,2021-01-14 01:02:08,2021-01-13 21:02:08,Decatur Airport,Jiujiang Lushan Airport,19826
GY3706,2021-10-23 16:12:45,2021-10-22 17:12:45,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Dimapur Airport,2196
JP3707,2023-02-26 16:29:32,2023-02-26 03:29:32,Eagle Lake Airport,Exuma International Airport,26639
WF3708,2021-04-18 19:13:20,2021-04-18 15:13:20,Fazenda Bela Vista Airport,Las Vegas Airport,3513
Q23709,2022-11-05 11:34:43,2022-11-04 22:34:43,Mangunjaya Airport,Méribel Altiport,23865
MK3710,2023-06-19 13:33:02,2023-06-19 07:33:02,Zahedan International Airport,Kebar Airport,2627
XO3711,2020-10-03 20:21:28,2020-10-03 04:21:28,Juneau International Airport,Armstrong Airport,12069
7Z3712,2023-10-14 10:38:15,2023-10-14 04:38:15,Enrique Malek International Airport,Opinaca Aerodrome,25462
XZ3713,2020-09-30 08:18:14,2020-09-29 21:18:14,Teuku Cut Ali Airport,RAF Bentwaters,24927
WH3714,2021-08-28 16:42:28,2021-08-28 06:42:28,Santa Ana Del Yacuma Airport,Clayton Municipal Airpark,12058
3M3715,2020-02-08 03:11:11,2020-02-07 17:11:11,Athen Helenikon Airport,Am Timan Airport,25724
UA3716,2021-02-24 12:33:53,2021-02-24 10:33:53,Dallas Love Field,Namorik Atoll Airport,16100
BN3717,2022-06-16 00:26:58,2022-06-15 14:26:58,Penza Airport,Immokalee Regional Airport,16657
CD3718,2022-11-22 12:36:17,2022-11-22 06:36:17,Bimini North Seaplane Base,Blackwater Airport,8800
MQ3719,2020-11-05 06:07:04,2020-11-05 03:07:04,Falcon Field,Nukus Airport,23344
N33720,2021-08-07 06:41:54,2021-08-07 03:41:54,Grenoble-Isère Airport,L'Espérance Airport,12535
MY3721,2022-06-14 21:13:42,2022-06-14 12:13:42,Cherry Capital Airport,Barquisimeto International Airport,18421
I63722,2021-11-14 09:35:35,2021-11-13 20:35:35,Uranium City Airport,Tri-City Airport,13675
4X3723,2020-07-26 19:53:24,2020-07-26 11:53:24,Inta Airport,Vanrook Station Airport,7881
RU3724,2022-10-01 22:30:07,2022-10-01 01:30:07,Nogales International Airport,Montgomery Regional (Dannelly Field) Airport,20576
ZU3725,2020-04-10 21:03:38,2020-04-10 08:03:38,Mc Clellan Airfield,Surin Airport,26899
ER3726,2020-10-19 07:21:55,2020-10-18 23:21:55,Zamperini Field,Faya Largeau Airport,6899
7M3727,2021-11-28 01:24:10,2021-11-27 23:24:10,Kerema Airport,Whiteman Airport,22968
1H3728,2020-11-03 15:30:42,2020-11-03 13:30:42,Kikwit Airport,Muscatine Municipal Airport,5048
KY3729,2023-03-04 05:12:21,2023-03-03 15:12:21,San Carlos De Bariloche Airport,Nausori International Airport,21022
U13730,2023-03-25 14:08:23,2023-03-24 15:08:23,Aguenar – Hadj Bey Akhamok Airport,Pontoise - Cormeilles-en-Vexin Airport,13653
MY3731,2021-10-07 05:28:21,2021-10-06 12:28:21,Yangyang International Airport,Sukkur Airport,9017
AL3732,2023-05-04 15:52:47,2023-05-03 23:52:47,Anuha Island Resort Airport,Boire Field,12084
OF3733,2022-03-09 01:49:31,2022-03-08 07:49:31,Bodaybo Airport,Nain Airport,26181
BG3734,2021-08-30 16:03:57,2021-08-30 04:03:57,Santa Genoveva Airport,Mundo Novo Airport,5430
ER3735,2022-03-05 15:30:14,2022-03-04 17:30:14,Capitán FAP Renán Elías Olivera International Airport,Straubing Airport,15879
D43736,2022-06-18 22:25:41,2022-06-18 03:25:41,Kanabea Airport,Guriaso (Keraso) Airport,23105
I73737,2022-01-21 04:19:58,2022-01-20 21:19:58,Cape Lisburne LRRS Airport,North Spirit Lake Airport,2334
L73738,2022-01-22 00:03:10,2022-01-21 15:03:10,Tep Tep Airport,Juan De Ayolas Airport,19366
GX3739,2023-11-25 00:49:17,2023-11-24 19:49:17,Cue Airport,Whidbey Island Naval Air Station (Ault Field),20042
2I3740,2022-06-12 06:13:30,2022-06-11 15:13:30,Kimberley Airport,Mount Keith Airport,10692
IA3741,2021-07-21 20:57:19,2021-07-20 23:57:19,Buffalo Spring,Coll Airport,6254
M23742,2021-09-13 11:30:03,2021-09-12 21:30:03,Praslin Airport,Simon Mwansa Kapwepwe International Airport,8224
L53743,2020-05-24 07:33:48,2020-05-23 18:33:48,Yancheng Airport,Aripuanã Airport,19418
FJ3744,2021-09-16 12:25:05,2021-09-16 01:25:05,Kasaan Seaplane Base,Camballin Airport,8509
HP3745,2023-01-24 16:31:18,2023-01-23 23:31:18,Malta Airport,Yoshkar-Ola Airport,2146
YK3746,2023-11-22 03:25:47,2023-11-21 23:25:47,El Alto International Airport,Sherbro International Airport,22842
EI3747,2022-02-13 02:52:18,2022-02-12 22:52:18,Umiat Airport,Mueo Airport,5245
O83748,2021-03-10 03:25:53,2021-03-09 18:25:53,Kastamonu Airport,Noumérat - Moufdi Zakaria Airport,5225
2N3749,2020-04-15 03:34:00,2020-04-15 01:34:00,Beles Airport,Maradi Airport,9831
FV3750,2021-07-07 23:20:03,2021-07-07 08:20:03,Stockholm Västerås Airport,Aropa Airport,24704
EO3751,2023-03-16 13:22:20,2023-03-16 13:22:20,Leeward Point Field,Gold Beach Municipal Airport,25483
GW3752,2020-10-02 00:12:18,2020-10-01 03:12:18,Tabibuga Airport,Lupin Airport,14910
F43753,2020-01-26 08:26:42,2020-01-25 16:26:42,Pembina Municipal Airport,Point Lay LRRS Airport,3668
VD3754,2020-08-21 06:57:44,2020-08-20 14:57:44,Brigham City Regional Airport,Kadapa Airport,2837
MR3755,2023-01-23 11:37:11,2023-01-22 22:37:11,Goya Airport,Sarajevo International Airport,3388
AG3756,2020-03-16 14:10:19,2020-03-16 07:10:19,Marcelo Pires Halzhausen Airport,Nimba Airport,18322
E83757,2020-09-11 18:25:20,2020-09-11 06:25:20,Pomala Airport,Bachigualato Federal International Airport,25036
DN3758,2021-03-18 05:25:25,2021-03-17 08:25:25,Cincinnati Municipal Airport Lunken Field,Ngloram Airport,26986
PZ3759,2021-07-18 07:38:50,2021-07-18 02:38:50,Shamshernagar Airport,North Ronaldsay Airport,23506
8F3760,2023-03-02 05:52:51,2023-03-01 07:52:51,Cravo Norte Airport,St Paul Island Airport,7017
LU3761,2023-02-07 17:15:27,2023-02-06 19:15:27,Williams Lake Airport,Monterey Peninsula Airport,19320
G63762,2023-08-30 09:20:46,2023-08-30 06:20:46,Majkin Airport,Anaco Airport,23693
JE3763,2022-12-08 06:14:45,2022-12-07 11:14:45,Kitale Airport,Anglesey Airport,23143
RP3764,2022-07-14 08:27:28,2022-07-13 18:27:28,Hsinchu Air Base,Balimo Airport,4428
TJ3765,2023-04-16 16:05:25,2023-04-16 11:05:25,Sakon Nakhon Airport,Aurora Municipal Airport,20517
MH3766,2020-07-27 05:43:42,2020-07-26 12:43:42,Searle Field,Wapekeka Airport,1373
WD3767,2021-08-06 16:29:41,2021-08-05 23:29:41,Takamatsu Airport,Shonai Airport,18212
ON3768,2023-01-09 07:44:09,2023-01-08 20:44:09,Pobedilovo Airport,Falcon Field,1314
VE3769,2020-02-04 13:16:36,2020-02-03 19:16:36,Kalakaket Creek AS Airport,Puerto Berrio Airport,5129
VP3770,2021-05-18 23:05:12,2021-05-18 08:05:12,Elfin Cove Seaplane Base,Tungsten (Cantung) Airport,1077
H23771,2021-04-30 13:23:30,2021-04-29 20:23:30,Banaina Airport,Orlando Executive Airport,18207
TG3772,2021-03-13 18:10:27,2021-03-12 22:10:27,Halmstad Airport,Nusatupe Airport,844
1T3773,2022-03-25 16:30:12,2022-03-25 16:30:12,Holt Airport,Ronneby Airport,22570
TL3774,2023-06-20 21:52:31,2023-06-20 01:52:31,Santa Ana Del Yacuma Airport,Les Bases Airport,7718
6I3775,2023-03-07 13:13:59,2023-03-07 10:13:59,Kaya Airport,Maputo Airport,12382
VS3776,2020-03-27 06:29:47,2020-03-26 17:29:47,Auburn University Regional Airport,Manti-Ephraim Airport,3721
PD3777,2022-01-20 03:39:36,2022-01-19 12:39:36,Lawton Fort Sill Regional Airport,Stony River 2 Airport,16395
0D3778,2020-11-03 02:05:41,2020-11-02 23:05:41,Tonu Airport,Caloundra Airport,5182
VD3779,2023-06-11 14:01:41,2023-06-11 00:01:41,Normans Cay Airport,Captain João Busse Airport,16481
EX3780,2023-08-21 14:00:00,2023-08-20 20:00:00,Joe Foss Field Airport,Sapmanga Airport,788
GM3781,2021-12-13 16:13:00,2021-12-13 13:13:00,Hami Airport,Nausori International Airport,2070
M63782,2022-02-24 12:05:56,2022-02-23 22:05:56,Radin Inten II (Branti) Airport,Aropa Airport,26706
PR3783,2020-02-13 00:05:52,2020-02-12 12:05:52,Malacca Airport,Tuticorin Airport,10537
ZY3784,2021-09-13 23:47:13,2021-09-13 21:47:13,Batouri Airport,Confresa Airport,19279
LK3785,2023-01-02 18:37:30,2023-01-01 18:37:30,Schefferville Airport,Bermuda Dunes Airport,4324
D73786,2022-11-05 00:47:01,2022-11-04 12:47:01,Juan Mendoza Airport,Centralia / James T. Field Memorial Aerodrome,26457
UE3787,2020-10-07 08:11:20,2020-10-06 09:11:20,Outer Skerries Airport,Noatak Airport,22526
LJ3788,2023-03-26 19:41:24,2023-03-26 14:41:24,Drietabbetje Airport,Buckeye Municipal Airport,6116
R63789,2023-01-20 00:22:28,2023-01-19 08:22:28,Umiat Airport,Bandar Lengeh Airport,18528
3N3790,2023-10-27 18:57:45,2023-10-26 21:57:45,Bella Bella/Shearwater Seaplane Base,Ylivieska Airfield,26556
OU3791,2022-07-01 01:24:24,2022-06-30 03:24:24,Hakodate Airport,Betou Airport,18001
VT3792,2021-06-24 16:30:24,2021-06-24 04:30:24,Olbia Costa Smeralda Airport,Vohimarina Airport,19347
L33793,2022-04-13 02:08:20,2022-04-12 05:08:20,Syracuse Hancock International Airport,Sikeston Memorial Municipal Airport,18168
N63794,2020-10-16 18:38:42,2020-10-16 10:38:42,Delta County Airport,Hutchinson County Airport,27939
6D3795,2021-10-24 08:42:59,2021-10-23 21:42:59,Toncontín International Airport,Wenshan Puzhehei Airport,17638
3P3796,2020-10-12 04:01:13,2020-10-12 00:01:13,Thargomindah Airport,University Oxford Airport,6110
GS3797,2021-08-24 13:58:23,2021-08-24 01:58:23,Elkins-Randolph Co-Jennings Randolph Field,Umiujaq Airport,15972
0B3798,2022-05-12 17:06:39,2022-05-12 04:06:39,Valdez Pioneer Field,Barter Island LRRS Airport,3840
BC3799,2022-07-30 16:18:19,2022-07-30 08:18:19,Cassidy International Airport,Zalingei Airport,13662
BV3800,2020-09-26 15:45:55,2020-09-26 09:45:55,Ware Airport,Guajará-Mirim Airport,2612
H33801,2020-12-19 07:12:27,2020-12-18 20:12:27,General José María Yáñez International Airport,Ciudad Constitución Airport,14186
AG3802,2020-07-06 02:15:11,2020-07-05 22:15:11,Djúpivogur Airport,Geva Airport,9655
7K3803,2021-06-25 13:51:58,2021-06-24 17:51:58,Barkly Downs Airport,Musina(Messina) Airport,24825
7G3804,2020-01-03 16:19:21,2020-01-03 12:19:21,Gander International Airport,Cape Cod Coast Guard Air Station,23438
5H3805,2022-11-24 02:21:52,2022-11-23 23:21:52,Mombasa Moi International Airport,Þingeyri Airport,6387
JV3806,2021-06-02 13:19:10,2021-06-02 06:19:10,Xiangyang Liuji Airport,Washington Dulles International Airport,16624
5V3807,2020-08-01 17:14:01,2020-07-31 18:14:01,Paranaíba Airport,Castellón-Costa Azahar Airport,14043
7W3808,2023-04-22 10:54:55,2023-04-21 14:54:55,Albert Whitted Airport,Nadunumu Airport,13157
K43809,2020-07-29 10:01:48,2020-07-29 03:01:48,John Murtha Johnstown Cambria County Airport,Columbus Air Force Base,14086
4S3810,2022-02-01 04:44:28,2022-01-31 04:44:28,Ambatomainty Airport,Krókstaðarmelar Airport,21485
OY3811,2020-04-13 20:43:32,2020-04-13 16:43:32,Jundah Airport,Redwood Falls Municipal Airport,23786
R53812,2020-05-12 00:48:54,2020-05-11 20:48:54,Mulka Airport,Elizabeth Field,9968
KZ3813,2023-02-17 14:25:05,2023-02-16 17:25:05,Aguni Airport,Lester B. Pearson International Airport,26293
6R3814,2020-12-28 12:02:29,2020-12-27 15:02:29,Tandag Airport,Pine Cay Airport,9526
1X3815,2023-04-09 09:41:31,2023-04-08 20:41:31,Gora Airstrip,Batouri Airport,22838
Y13816,2023-08-23 14:02:29,2023-08-22 19:02:29,Roberts International Airport,Range Regional Airport,8909
RK3817,2022-05-29 19:47:59,2022-05-29 18:47:59,Skopje Alexander the Great Airport,Chaitén Airport,23027
UB3818,2021-01-18 06:05:29,2021-01-17 14:05:29,Karl Stefan Memorial Airport,Kuala Lumpur International Airport,10463
M53819,2022-04-02 04:56:16,2022-04-01 19:56:16,Whidbey Island Naval Air Station (Ault Field),Al Massira Airport,13064
R83820,2022-07-13 21:23:53,2022-07-13 00:23:53,Roi Et Airport,Aeroclube de Bento Gonçalves Airport,25272
NJ3821,2021-01-12 07:05:50,2021-01-11 08:05:50,Shahbaz Air Base,Alama Iqbal International Airport,5728
XA3822,2023-05-24 22:34:07,2023-05-24 13:34:07,Guanambi Airport,Chicken Airport,11722
DK3823,2020-10-03 20:35:37,2020-10-03 17:35:37,Moala Airport,Tulcea Airport,18201
XQ3824,2021-03-23 08:05:22,2021-03-22 16:05:22,Springvale Airport,Samangoky Airport,4611
W53825,2022-08-05 13:53:21,2022-08-05 07:53:21,Conklin (Leismer) Airport,Bradshaw Army Airfield,3649
HO3826,2021-09-04 09:27:43,2021-09-03 22:27:43,Kramatorsk Airport,Menongue Airport,7497
PG3827,2023-08-22 08:20:00,2023-08-21 08:20:00,Bardera Airport,Tabuaeran Island Airport,27933
3F3828,2021-08-11 06:45:43,2021-08-11 06:45:43,West Sale Airport,El Tehuelche Airport,17647
TQ3829,2023-05-28 18:51:01,2023-05-28 03:51:01,Khanty Mansiysk Airport,Tomanggong Airport,4982
1C3830,2023-10-01 20:10:37,2023-09-30 22:10:37,Astoria Regional Airport,Del Caribe Santiago Mariño International Airport,553
2K3831,2022-04-21 03:48:17,2022-04-20 17:48:17,Jaffrey Airport Silver Ranch Airport,Monkey Mountain Airport,22264
9L3832,2023-04-21 15:46:36,2023-04-21 14:46:36,São Pedro da Aldeia Airport,Djumu-Djomoe Airport,23209
KA3833,2021-07-27 05:08:08,2021-07-26 18:08:08,Russell Municipal Airport,Wangerooge Airport,11950
9N3834,2022-01-05 02:38:50,2022-01-04 11:38:50,Rand Airport,Sheghnan Airport,3529
XO3835,2023-07-25 11:32:30,2023-07-25 06:32:30,Aguni Airport,Borgarfjörður eystri Airport,15277
SV3836,2022-07-22 14:01:44,2022-07-22 03:01:44,Shaikh Zaid Airport,Ilford Airport,18523
XP3837,2023-06-27 01:01:25,2023-06-26 12:01:25,Mbarara Airport,Tol Airport,6237
LB3838,2021-01-18 03:08:26,2021-01-17 22:08:26,Khovd Airport,Penza Airport,12914
9E3839,2021-04-07 20:20:35,2021-04-07 07:20:35,Tara Airport,Destin Executive Airport,10820
D73840,2022-11-09 02:00:19,2022-11-08 11:00:19,Port Harcourt City Airport,Presidente Itamar Franco Airport,9984
SV3841,2022-07-22 08:38:51,2022-07-22 06:38:51,Ganzhou Airport,Parachinar Airport,27363
7Y3842,2022-08-01 07:39:57,2022-08-01 07:39:57,Millicent Airport,Bangassou Airport,6016
UL3843,2021-12-16 06:12:51,2021-12-15 13:12:51,Centerville Municipal Airport,Igiugig Airport,21524
6V3844,2022-08-15 03:28:57,2022-08-14 20:28:57,Antonio B. Won Pat International Airport,Kagoshima Airport,18467
KY3845,2021-11-12 19:52:44,2021-11-12 08:52:44,Kwethluk Airport,Andakombe Airport,25476
C33846,2020-09-24 22:41:11,2020-09-24 20:41:11,Calabozo Airport,Iokea Airport,16067
5X3847,2021-03-14 23:23:56,2021-03-14 01:23:56,Rabat-Salé Airport,Hale County Airport,20004
WG3848,2021-02-09 11:27:05,2021-02-09 02:27:05,Sandspit Airport,Ahmed Al Jaber Air Base,25116
CB3849,2022-01-24 22:47:58,2022-01-24 02:47:58,Lidköping-Hovby Airport,Tetebedi Airport,2387
S53850,2021-03-29 19:40:29,2021-03-29 04:40:29,Hola Airport,Nullabor Motel Airport,27873
Y43851,2022-10-24 10:20:12,2022-10-23 12:20:12,Pohnpei International Airport,Bartolomeu Lisandro Airport,5601
PC3852,2020-08-09 02:58:03,2020-08-08 15:58:03,Hill City Municipal Airport,Gold Coast Airport,9044
V53853,2023-10-21 19:30:30,2023-10-21 07:30:30,Port Alsworth Airport,Bali Airport,16235
M23854,2022-05-21 08:25:16,2022-05-21 07:25:16,Aqaba King Hussein International Airport,Monte Caseros Airport,13297
MO3855,2023-07-10 00:09:41,2023-07-09 03:09:41,Mariscal Lamar Airport,Zapala Airport,12578
E73856,2020-10-01 06:14:35,2020-09-30 11:14:35,Chernivtsi International Airport,Wanaka Airport,25003
LX3857,2021-08-13 04:46:22,2021-08-12 16:46:22,Rocky Mountain Metropolitan Airport,Tahoua Airport,16823
Q93858,2021-03-03 06:39:38,2021-03-02 17:39:38,Lubango Airport,Chandigarh Airport,5436
2C3859,2023-01-05 23:26:07,2023-01-05 00:26:07,Ísafjörður Airport,Lake Rudolf Airport,17524
SI3860,2020-05-03 20:07:27,2020-05-03 06:07:27,Chacalluta Airport,Victoria Reservoir Seaplane Base,24744
UT3861,2020-08-17 08:53:40,2020-08-16 23:53:40,Secunda Airport,Grant Co Regional/Ogilvie Field,10425
VQ3862,2021-06-29 02:03:29,2021-06-28 06:03:29,"Oesman Sadik Airport, Labuha",Fort Good Hope Airport,27691
D83863,2023-10-24 23:50:57,2023-10-24 05:50:57,Anaa Airport,Fasa Airport,4031
GU3864,2021-11-11 06:16:54,2021-11-10 19:16:54,Bob Quinn Lake Airport,Leite Lopes Airport,4761
2D3865,2023-08-15 14:19:41,2023-08-14 16:19:41,José Joaquín de Olmedo International Airport,Paraparaumu Airport,16661
ML3866,2020-08-05 08:48:01,2020-08-04 22:48:01,Bogashevo Airport,Bisbee Municipal Airport,24008
K63867,2022-06-07 03:29:11,2022-06-06 11:29:11,Aiambak Airport,West Point Village Seaplane Base,8843
JT3868,2020-12-10 19:41:06,2020-12-10 16:41:06,Bamfield Seaplane Base,Jicalapa Airport,27416
